data_id,mid,display,correct_mid,done_by
recepcionista secretario administrativo,receptionist secretary,recepcionista secretario administrativo,,
secretario recepcionista,receptionist secretary,secretario recepcionista,,
secretario recepcionista administrativo,receptionist secretary,secretario recepcionista administrativo,,
gestor recuperacion deuda,recovery manager,gestor recuperación deuda,,
oficial cubierta,recovery officer,oficial cubierta,,
reclutador de seleccion,recruiter,reclutador de selección,,
seleccionador de personal,recruiter,seleccionador de personal,,
tecnico de seleccion,recruiter,técnico de selección,,
administrativo tecnico seleccion,recruitment administrator,administrativo técnico selección,,
consultor de seleccion,recruitment consultant,consultor de selección,,
consultor seleccion personal,recruitment consultant,consultor selección personal,,
administrativo seleccion,recruitment officer,administrativo selección,,
arbitro,referee,árbitro,,
arbitro tenis,referee,arbitro tenis,,
gestor cuentas regionales,regional accounts manager,gestor cuentas regionales,,
delegado de provincia,regional manager,delegado de provincia,,
jefe provincial,regional manager,jefe provincial,,
consejero seguridad transporte mercancias peligrosas,regional security manager,consejero seguridad transporte mercancías peligrosas,,
registrador,registrar,registrador,,
auxiliar registro,registration assistant,auxiliar registro,,
administrativo ventanilla,registration officer,administrativo ventanilla,,
oficial registro,registration officer,oficial registro,,
asistente de relaciones publicas,relations assistant,asistente de relaciones públicas,,
asistente relaciones institucionales,relations assistant,asistente relaciones institucionales,,
administrativo relaciones,relations officer,administrativo relaciones,,
oficina relaciones,relations officer,oficina relaciones,,
coordinador relaciones institucionales,relationship coordinator,coordinador relaciones institucionales,,
director general relaciones institucionales,relationship director,director general relaciones institucionales,,
director relaciones externas,relationship director,director relaciones externas,,
director relaciones industriales,relationship director,director relaciones industriales,,
director relaciones corporativas,relationship director corporate,director relaciones corporativas,,
relaciones institucionales,relationship manager institutional clients,relaciones institucionales,,
responsable relaciones institucionales,relationship manager institutional clients,responsable relaciones institucionales,,
tecnico protocolo relaciones institucionales,relationship manager institutional clients,técnico protocolo relaciones institucionales,,
gestor renta,rental manager,gestor renta,,
jefe reformas,repair manager,jefe reformas,,
reportera guionista,reporter,reportera guionista,,
reportero,reporter,reportero,,
reportero directo,reporter,reportero directo,,
delegado,representative,delegado,,
representante,representative,representante,,
monitor escolar administrativo,research administrator,monitor escolar administrativo,,
analista investigador,research analyst,analista investigador,,
ayudante estudio,research assistant,ayudante estudio,,
investigador asistente,research assistant,investigador asistente,,
investigador asociado,research associate,investigador asociado,,
ingeniero investigador,research engineer,ingeniero investigador,,
ingeniero investigadora,research engineer,ingeniero investigadora,,
becario investigador,research fellow,becario investigador,,
administrativo departamento estudios,research officer,administrativo departamento estudios,,
profesor investigador,research professor,profesor investigador,,
investigador,researcher,investigador,,
investigador superior,researcher,investigador superior,,
investigador desarrollador,researcher developer,investigador desarrollador,,
personal docente investigador,researcher teaching assistant,personal docente investigador,,
agente de reservas hoteleras,reservation agent,agente de reservas hoteleras,,
gestor de reservas,reservation manager,gestor de reservas,,
encargado reservas,reservations manager,encargado reservas,,
medico interno residente medicina interna,resident doctor,medico interno residente medicina interna,,
medico residente,resident doctor,médico residente,,
ingeniero residente jefe,resident engineer,ingeniero residente jefe,,
responsable planificacion aprovisionamiento,resource planning manager,responsable planificación aprovisionamiento,,
responsable agentes,responsible,responsable agentes,,
responsable aprovisionamiento,responsible,responsable aprovisionamiento,,
responsable general,responsible,responsable general,,
responsable recambios,responsible,responsable recambios,,
responsable responsable,responsible,responsable responsable,,
responsable sanitario,responsible,responsable sanitario,,
responsable tiendas,responsible,responsable tiendas,,
responsable web,responsible,responsable web,,
responsable servicio farmacia,responsible pharmacist,responsable servicio farmacia,,
encargado de restaurante,restaurant manager,encargado de restaurante,,
gerente de restaurante,restaurant manager,gerente de restaurante,,
personal restaurante,restaurant staff,personal restaurante,,
ayudante dependiente,retail sales assistant,ayudante dependiente,,
gerente tienda minorista,retail store manager,gerente tienda minorista,,
analista de riesgos,risk analyst,analista de riesgos,,
analista riesgos banca,risk analyst,analista riesgos banca,,
analista riesgos banca corporativa,risk analyst,analista riesgos banca corporativa,,
analista riesgos hipotecarios,risk analyst,analista riesgos hipotecarios,,
analista riesgos pymes,risk analyst,analista riesgos pymes,,
analista riesgos subdirector,risk analyst,analista riesgos subdirector,,
consultor prevencion riesgos laborales,risk consultant,consultor prevención riesgos laborales,,
gestor riesgo,risk manager,gestor riesgo,,
jefe de riesgos,risk manager,jefe de riesgos,,
suscriptor riesgos,risk manager,suscriptor riesgos,,
administrativo riesgos,risk officer,administrativo riesgos,,
tramitadora siniestros autos,risk officer,tramitadora siniestros autos,,
auxiliar de sala,room assistant,auxiliar de sala,,
azafato sala,room assistant,azafato sala,,
camarero encargado sala,room manager,camarero encargado sala,,
operario de sala,room operator,operario de sala,,
monitor vela,sailing instructor,monitor vela,,
ventas,sales,ventas,,
administrativo departamento compras,sales admin assistant,administrativo departamento compras,,
administrativo dpto compras,sales admin assistant,administrativo dpto. compras,,
auxiliar administrativo vendedor,sales administrative assistant,auxiliar administrativo vendedor,,
auxiliar administrativo ventas,sales administrative assistant,auxiliar administrativo ventas,,
administrativo compras ventas,sales administrator,administrativo compras ventas,,
administrativo venta,sales administrator,administrativo venta,,
administrativo ventas,sales administrator,administrativo ventas,,
asesor punto venta,sales adviser,asesor punto venta,,
asesor venta directa,sales adviser,asesor venta directa,,
asesor de ventas,sales advisor,asesor de ventas,,
agente de ventas,sales agent,agente de ventas,,
comercial,sales agent,comercial,,
vendedor reponedor,sales agent,vendedor reponedor,,
asesor vendedor,sales assistant,asesor vendedor,,
asistente de ventas,sales assistant,asistente de ventas,,
asistente dpto compras,sales assistant,asistente dpto. compras,,
auxiliar vendedor,sales assistant,auxiliar vendedor,,
auxiliar ventas,sales assistant,auxiliar ventas,,
dependiente,sales assistant,dependiente,,
dependiente tienda ropa,sales assistant,dependiente tienda ropa,,
dependiente / cajero,sales assistant cashier,dependiente / cajero,,
vendedor mecanico,sales assistant mechanic,vendedor mecánico,,
dependiente administrativo,sales assistant specialist,dependiente administrativo,,
dependiente polivalente,sales clerk,dependiente polivalente,,
dependiente ventas,sales clerk,dependiente ventas,,
recepcionista vendedor,sales clerk,recepcionista vendedor,,
vendedor responsable tienda,sales clerk,vendedor responsable tienda,,
consultor de ventas,sales consultant,consultor de ventas,,
coordinador de agentes exclusivos,sales coordinator,coordinador de agentes exclusivos,,
coordinador de ventas,sales coordinator,coordinador de ventas,,
coordinador departamento ventas,sales coordinator,coordinador departamento ventas,,
coordinador equipo ventas,sales coordinator,coordinador equipo ventas,,
jefe ventas grandes,sales coordinator,jefe ventas grandes,,
responsable compra venta,sales coordinator,responsable compra venta,,
responsable desarrollo ventas,sales development,responsable desarrollo ventas,,
adjunto director ventas,sales director,adjunto director ventas,,
director compras ventas,sales director,director compras ventas,,
director jefe ventas,sales director,director jefe ventas,,
director oficina ventas,sales director,director oficina ventas,,
director venta directa,sales director,director venta directa,,
director ventas,sales director,director ventas,,
ingeniero de ventas,sales engineer,ingeniero de ventas,,
ejecutivo de ventas,sales executive,ejecutivo de ventas,,
fuerza de ventas,sales force,fuerza de ventas,,
director de ventas,sales manager,director de ventas,,
encargado compras ventas,sales manager,encargado compras ventas,,
encargado de ventas,sales manager,encargado de ventas,,
encargado venta,sales manager,encargado venta,,
gerente de ventas,sales manager,gerente de ventas,,
gerente ventas,sales manager,gerente ventas,,
jefe de venta,sales manager,jefe de venta,,
jefe de ventas,sales manager,jefe de ventas,,
responsable de ventas,sales manager,responsable de ventas,,
responsable departamento compras,sales manager,responsable departamento compras,,
responsable departamento ventas,sales manager,responsable departamento ventas,,
responsable ventas canarias,sales manager,responsable ventas canarias,,
vendedor responsable,sales manager,vendedor responsable,,
gerente director ventas,sales manager director,gerente director ventas,,
jefe equipo venta directa,sales marketing director,jefe equipo venta directa,,
especialista de venta en tienda,sales marketing specialist,especialista de venta en tienda,,
jefe punto venta,sales office,jefe punto venta,,
coordinador punto venta,sales office coordinator,coordinador punto venta,,
coordinador puntos venta,sales office coordinator,coordinador puntos venta,,
responsable oficina ventas,sales office manager,responsable oficina ventas,,
responsable ventas compras,sales office manager,responsable ventas compras,,
oficial ventas,sales officer,oficial ventas,,
operaciones ventas,sales operations,operaciones ventas,,
operador ventas,sales operator,operador ventas,,
promotor de vebtas,sales promoter,promotor de ventas,,
promotor venta,sales promoter,promotor venta,,
promotor ventas productos,sales promoter,promotor ventas productos,,
delegado de venta,sales representative,delegado de venta,,
delegado de ventas,sales representative,delegado de ventas,,
delegado ventas,sales representative,delegado ventas,,
representante comercial,sales representative,representante comercial,,
representante de ventas,sales representative,representante de ventas,,
responsable departamento venta,sales responsible,responsable departamento venta,,
secretario departamento ventas,sales secretary,secretario departamento ventas,,
asesor de servicio de post venta,sales service advisor,asesor de servicio de post venta,,
especialista de venta en tiendas,sales specialist,especialista de venta en tiendas,,
responsable ventas especiales,sales specialist,responsable ventas especiales,,
vendedor especializado,sales specialist,vendedor especializado,,
supervisor de ventas,sales supervisor,supervisor de ventas,,
soporte de ventas,sales support,soporte de ventas,,
administrador sistemas soporte tecnico,sales support administrator,administrador sistemas soporte técnico,,
administrador sistemas tecnico soporte,sales support administrator,administrador sistemas técnico soporte,,
ingeniero soporte ventas,sales support engineer,ingeniero soporte ventas,,
jefe de equipo de ventas,sales team leader,jefe de equipo de ventas,,
jefe area obras,sales team manager,jefe área obras,,
responsable equipo ventas,sales team manager,responsable equipo ventas,,
tecnico soporte ventas,sales technical support,técnico soporte ventas,,
formador ventas,sales trainer,formador ventas,,
vendedor formador,sales trainer,vendedor formador,,
personal de ventas,sales worker,personal de ventas,,
comerciante,salesman,comerciante,,
dependiente vendedor,salesman,dependiente vendedor,,
vendedor,salesman,vendedor,,
vendedor automoviles,salesman,vendedor automóviles,,
vendedor de herramientas,salesman,vendedor de herramientas,,
vendedor deportes colectivos,salesman,vendedor deportes colectivos,,
administrador sap,sap administrator,administrador SAP,,
desarrollador sap,sap developer,desarrollador sap,,
administrativo sap,sap key user,administrativo SAP,,
jefe sap,sap lead,jefe SAP,,
jefe de proyectos sap,sap project manager,jefe de proyectos SAP,,
montador de andamios,scaffolder,montador de andamios,,
becario cuentas,scholarship holder,becario cuentas,,
becario de arte,scholarship holder,becario de arte,,
coordinador de escuelas de verano,schools coordinator,coordinador de escuelas de verano,,
profesor de ciencias,science teacher,profesor de ciencias,,
investigador cientifico,scientific researcher,investigador científico,,
escritor guionista,screenwriter,escritor guionista,,
guionista,screenwriter,guionista,,
redactor guionista,screenwriter,redactor guionista,,
oficial de segunda,second officer,oficial de segunda,,
profesor ciencias secundaria,secondary teacher,profesor ciencias secundaria,,
profesor educacion secundaria ingles,secondary teacher,profesor educación secundaria ingles,,
secretario,secretary,secretario,,
secretario administrador,secretary administrator,secretario administrador,,
jefe secretario,secretary director,jefe secretario,,
secretario general,secretary general,secretario general,,
jefe de seccion,section head,jefe de sección,,
jefe seccion compras,section leader,jefe sección compras,,
jefe tramo,section leader,jefe tramo,,
encargado seccion,section manager,encargado sección,,
responsable seccion,section manager,responsable sección,,
gerente de sector,sector manager,gerente de sector,,
jefe de sector,sector manager,jefe de sector,,
asesor seguridad,security advisor,asesor seguridad,,
asesor sistemas seguridad,security advisor,asesor sistemas seguridad,,
consejero seguridad adr,security advisor,consejero seguridad adr,,
agentee seguridad,security agent,agente seguridad,,
auxiliar seguridad,security agent,auxiliar seguridad,,
consultor de seguridad,security consultant,consultor de seguridad,,
consultor seguridad sistemas,security consultant,consultor seguridad sistemas,,
consultor sistemas seguridad,security consultant,consultor sistemas seguridad,,
controlador seguridad,security controller,controlador seguridad,,
coordinador de seguridad,security coordinator,coordinador de seguridad,,
ingeniero seguridad,security engineer,ingeniero seguridad,,
vigilante,security guard,vigilante,,
vigilante de seguridad,security guard,vigilante de seguridad,,
vigilante jurado,security guard,vigilante jurado,,
vigilante seguridad privada,security guard,vigilante seguridad privada,,
encargado de seguridad,security manager,encargado de seguridad,,
gerente seguridad,security manager,gerente seguridad,,
gestor seguridad,security manager,gestor seguridad,,
jefe vigilancia,security manager,jefe vigilancia,,
oficial seguridad,security officer,oficial seguridad,,
vigilante jurado seguridad,security officer,vigilante jurado seguridad,,
operador seguridad,security operator,operador seguridad,,
responsable segmento,segment manager,responsable segmento,,
abogado despacho propio,self employed lawyer,abogado despacho propio,,
personal tienda,seller,personal tienda,,
vendedor deportes,seller,vendedor deportes,,
vendedor tienda,seller,vendedor tienda,,
consultor seo,seo consultant,consultor seo,,
responsable seo,seo manager,responsable seo,,
sargento,sergeant,sargento,,
director serie,series director,director serie,,
administrador de servidores,server administrator,administrador de servidores,,
administrador servidores aplicaciones,server administrator,administrador servidores aplicaciones,,
administrador unico propietario,service administrator,administrador único propietario,,
administrativo servicio,service administrator,administrativo servicio,,
administrativo servicios centrales,service administrator,administrativo servicios centrales,,
jefe administracion servicios,service administrator,jefe administración servicios,,
asesor servicios,service adviser,asesor servicios,,
asesor de servicio,service advisor,asesor de servicio,,
asesor energetico pymes,service advisor,asesor energético pymes,,
asesor gabinete presidencia,service advisor,asesor gabinete presidencia,,
agente de servicio,service agent,agente de servicio,,
agente medio natural,service agent,agente medio natural,,
auxiliar de servicios,service assistant,auxiliar de servicios,,
medico adjunto servicio,service assistant,medico adjunto servicio,,
adjunto jefe servicio,service chief,adjunto jefe servicio,,
jefe servicio aparato digestivo,service chief,jefe servicio aparato digestivo,,
jefe servicio comunicaciones,service chief,jefe servicio comunicaciones,,
jefe servicio personal,service chief,jefe servicio personal,,
jefe servicio tic,service chief,jefe servicio tic,,
consultor de servicios,service consultant,consultor de servicios,,
coordinador de servicio de urgencias,service coordinator,coordinador de servicio de urgencias,,
coordinador de servicios,service coordinator,coordinador de servicios,,
coordinador servicio post venta,service coordinator,coordinador servicio post venta,,
ingeniero puesta servicio,service engineer,ingeniero puesta servicio,,
director de servicios comerciales,service manager,director de servicios comerciales,,
encargado servicio,service manager,encargado servicio,,
gestor de servicios,service manager,gestor de servicios,,
gestor servicio,service manager,gestor servicio,,
responsable de servicio,service manager,responsable de servicio,,
responsable unidad servicio,service manager,responsable unidad servicio,,
operador servicios atencion,service operator,operador servicios atención,,
proveedor servicios,service provider,proveedor servicios,,
representante servicio atencion,service representative,representante servicio atención,,
supervisor servicio,service supervisor,supervisor servicio,,
jefe equipo team leader,service team leader,jefe equipo team leader,,
tecnico de servicios,service technician,técnico de servicios,,
tecnico instalaciones mantenimiento,service technician,técnico instalaciones mantenimiento,,
tecnico puesta servicio,service technician,técnico puesta servicio,,
tecnico servicio,service technician,técnico servicio,,
asistente servicios,services assistant,asistente servicios,,
coordinador de servicios profesionales,services coordinator,coordinador de servicios profesionales,,
coordinador servicios outsourcing,services coordinator,coordinador servicios outsourcing,,
encargado servicios,services manager,encargado servicios,,
jefe servicios,services manager,jefe servicios,,
especialista de servicios,services specialist,especialista de servicios,,
tecnico de servicios de prevencion,services technician,técnico de servicios de prevención,,
encargado turno,shift controller,encargado turno,,
coordinador turno,shift coordinator,coordinador turno,,
jefe de turno,shift manager,jefe de turno,,
responsable turno,shift manager,responsable turno,,
supervisor de turno,shift supervisor,supervisor de turno,,
administrativo de expediciones,shipping assistant,administrativo de expediciones,,
encargado de expediciones,shipping manager,encargado de expediciones,,
asesor imagen dependiente,shop assistant,asesor imagen dependiente,,
asistente tienda,shop assistant,asistente tienda,,
auxiliar dependiente,shop assistant,auxiliar dependiente,,
ayudante jefe tienda,shop assistant,ayudante jefe tienda,,
dependiente almacenero,shop assistant,dependiente almacenero,,
dependiente bar,shop assistant,dependiente bar,,
dependiente cajero reponedor,shop assistant,dependiente cajero reponedor,,
dependiente coordinador,shop assistant,dependiente coordinador,,
dependiente de punto de venta,shop assistant,dependiente de punto de venta,,
dependiente grandes almacenes,shop assistant,dependiente grandes almacenes,,
dependiente imagen sonido,shop assistant,dependiente imagen sonido,,
dependiente joyeria relojeria,shop assistant,dependiente joyería relojería,,
dependiente moda infantil,shop assistant,dependiente moda infantil,,
dependiente responsable almacen,shop assistant,dependiente responsable almacén,,
dependiente responsable tienda,shop assistant,dependiente responsable tienda,,
dependiente stand,shop assistant,dependiente stand,,
dependiente telecomunicaciones,shop assistant,dependiente telecomunicaciones,,
dependiente tienda animales,shop assistant,dependiente tienda animales,,
dependiente tienda fotografia,shop assistant,dependiente tienda fotografía,,
dependiente tienda telefonia,shop assistant,dependiente tienda telefonía,,
dependiente tiendas,shop assistant,dependiente tiendas,,
encargado almacen dependiente,shop assistant,encargado almacén dependiente,,
recepcionista dependiente,shop assistant,recepcionista dependiente,,
encargado almacen compras,shopper marketing manager,encargado almacén compras,,
auxiliar sala exposiciones,showroom assistant,auxiliar sala exposiciones,,
interprete de lenguaje de signos,sign language interpreter,intérprete de lenguaje de signos,,
cantante,singer,cantante,,
cantante coro,singer,cantante coro,,
cantante guitarrista,singer guitarist,cantante guitarrista,,
profesor canto,singing teacher,profesor canto,,
jefe administrativo obras,site administrator,jefe administrativo obras,,
jefe de obras,site manager,jefe de obras,,
fresador,skilled metal worker,fresador,,
entrenador futbol,soccer coach,entrenador futbol,,
futbolista,soccer player,futbolista,,
auxiliar social,social assistant,auxiliar social,,
auxiliar administrativo de servicios sociales,social care officer,auxiliar administrativo de servicios sociales,,
trabajador social coordinador,social coordinator,trabajador social coordinador,,
gestor sociales,social manager,gestor sociales,,
consultor redes sociales,social media consultant,consultor redes sociales,,
consultor social media,social media consultant,consultor social media,,
gestor contenidos redes sociales,social media content manager,gestor contenidos redes sociales,,
coordinador social media,social media coordinator,coordinador social media,,
medico servicio social obligatorio,social service,medico servicio social obligatorio,,
cooperacion desarrollo,social work,cooperación desarrollo,,
trabajo social,social work,trabajo social,,
educador social,social worker,educador social,,
responsable social,social worker,responsable social,,
trabajador social,social worker,trabajador social,,
trabajador social / mediador,social worker,trabajador social / mediador,,
trabajadora social mayores,social worker,trabajadora social mayores,,
trabajadora social servicios sociales,social worker,trabajadora social servicios sociales,,
consultor calidad software,software consultant,consultor calidad software,,
consultor de software,software consultant,consultor de software,,
desarrollador de software,software developer,desarrollador de software,,
desarrollador software administrador sistemas,software developer system administrator,desarrollador software administrador sistemas,,
desarrollador web administrador sistemas,software developer system administrator,desarrollador web administrador sistemas,,
desarrollo de software,software development,desarrollo de software,,
jefe desarrollo software,software development,jefe desarrollo software,,
ingeniero programador,software programmer,ingeniero programador,,
calidad de software,software quality engineer,calidad de software,,
militar,soldier,militar,,
soldado,soldier,soldado,,
consultor de soluciones,solution consultant,consultor de soluciones,,
responsable soluciones,solutions coordinator,responsable soluciones,,
ingeniero soluciones,solutions engineer,ingeniero soluciones,,
gerente soluciones,solutions manager,gerente soluciones,,
clasificador,sorter,clasificador,,
asistente sonido,sound assistant,asistente sonido,,
auxiliar sonido,sound assistant,auxiliar sonido,,
disenador de sonido,sound designer,diseñador de sonido,,
ingeniero sonido,sound engineer,ingeniero sonido,,
tecnico de sonido y audiovisuales,sound lighting technician,técnico de sonido y audiovisuales,,
tecnico iluminacion sonido,sound lighting technician,técnico iluminación sonido,,
tecnico sonido iluminacion,sound lighting technician,técnico sonido iluminación,,
tecnico de sonido,sound technician,técnico de sonido,,
profesor de lengua espanola,spanish teacher,profesor de lengua española,,
jefe repuestos,spare parts manager,jefe repuestos,,
locutor presentador,speaker,locutor presentador,,
ponente,speaker,ponente,,
ponente colaborador,speaker,ponente colaborador,,
ponente conferencia,speaker,ponente conferencia,,
figurante especial,specialist,figurante especial,,
perito,specialist,perito,,
perito especializado,specialist,perito especializado,,
consultor especializado,specialist consultant,consultor especializado,,
gerente especialistas,specialist manager,gerente especialistas,,
gestor especializado,specialist manager,gestor especializado,,
terapeuta ocupacional salud mental,specialist occupational therapist,terapeuta ocupacional salud mental,,
oficial especializado,specialist officer,oficial especializado,,
fisioterapeuta practicas universitarias,specialist physiotherapist,fisioterapeuta practicas universitarias,,
logopedia,specialist speech language therapist,logopedia,,
profesor ciclo formativo,specialist teacher,profesor ciclo formativo,,
profesor ciclo superior,specialist teacher,profesor ciclo superior,,
logopeda,speech therapist,logopeda,,
maestro logopeda,speech therapist,maestro logopeda,,
coordinador deportivo,sports coordinator,coordinador deportivo,,
coordinador monitor deportivo,sports coordinator,coordinador monitor deportivo,,
director deportivo,sports director,director deportivo,,
editor deportes,sports editor,editor deportes,,
redactor deportivo,sports editor,redactor deportivo,,
redactor informativos deportes,sports editor,redactor informativos deportes,,
instructora deportiva,sports instructor,instructora deportiva,,
monitor actividades deportivas,sports instructor,monitor actividades deportivas,,
monitor deportivo,sports instructor,monitor deportivo,,
corresponsal deportes,sports journalist,corresponsal deportes,,
periodista deportes,sports journalist,periodista deportes,,
periodista deportivo,sports journalist,periodista deportivo,,
responsable de deportes,sports manager,responsable de deportes,,
responsable deportivo,sports manager,responsable deportivo,,
tecnico deportivo,sports officer,técnico deportivo,,
profesor deportes,sports teacher,profesor deportes,,
vendedor material deportivo,sports trader,vendedor material deportivo,,
jefe de personal,staff manager,jefe de personal,,
jefe de planta,staff manager,jefe de planta,,
miembro claustro,staff member,miembro claustro,,
tecnico de escenario,stage technician,técnico de escenario,,
oficial montador andamios,steel erector,oficial montador andamios,,
soldador montador estructuras metalicas,steel erector welder,soldador montador estructuras metálicas,,
azafato,steward,azafato,,
azafato cruceros,steward,azafato cruceros,,
azafato de tierra,steward,azafato de tierra,,
azafato vendedor,steward,azafato vendedor,,
azafato vuelo,steward,azafato vuelo,,
administrador almacenamiento backup,storage administrator,administrador almacenamiento backup,,
administrativo tienda,store agent,administrativo tienda,,
auxiliar de tienda,store assistant,auxiliar de tienda,,
adjunta tienda,store associate,adjunta tienda,,
coordinador tiendas,store coordinator,coordinador tiendas,,
director de tienda,store manager,director de tienda,,
director tiendas,store manager,director tiendas,,
encargado de tienda,store manager,encargado de tienda,,
encargado responsable tienda,store manager,encargado responsable tienda,,
gerente de establecimiento,store manager,gerente de establecimiento,,
gerente de tiendas,store manager,gerente de tiendas,,
gestor de punto de venta,store manager,gestor de punto de venta,,
gestor tiendas,store manager,gestor tiendas,,
jefe de tienda,store manager,jefe de tienda,,
jefe establecimiento,store manager,jefe establecimiento,,
manager de tienda,store manager,manager de tienda,,
responsable de tienda,store manager,responsable de tienda,,
responsable explotacion tienda,store manager,responsable explotación tienda,,
responsable punto venta,store manager,responsable punto venta,,
responsable tienda propia,store manager,responsable tienda propia,,
vendedor encargado tienda,store sales manager,vendedor encargado tienda,,
ventas almacen,store sales manager,ventas almacén,,
supervisor tienda,store supervisor,supervisor tienda,,
tecnico almacenamiento,store technician,técnico almacenamiento,,
ayudante tienda,stores assistant,ayudante tienda,,
dependiente ayudante almacen,stores assistant,dependiente ayudante almacén,,
encargado tienda almacen,stores manager,encargado tienda almacén,,
encargado tienda vendedor,stores manager,encargado tienda vendedor,,
segunda responsable tienda,stores manager,segunda responsable tienda,,
director estrategico,strategic director,director estratégico,,
analista estrategia,strategy analyst,analista estrategia,,
consultor de estrategia,strategy consultant,consultor de estrategia,,
director estrategia desarrollo,strategy development manager,director estrategia desarrollo,,
responsable de estrategia,strategy lead,responsable de estrategia,,
calculista estructuras,structural designer,calculista estructuras,,
ingeniero calculista de estructuras,structural engineer,ingeniero calculista de estructuras,,
ingeniero calculo estructural,structural engineer,ingeniero calculo estructural,,
ingeniero calculo estructuras,structural engineer,ingeniero calculo estructuras,,
ingeniero estructuras,structural engineer,ingeniero estructuras,,
estudiante,student,estudiante,,
estudiante oposiciones,student,estudiante oposiciones,,
administrativo estudios,student administrator,administrativo estudios,,
asesor universitario,student advisor,asesor universitario,,
coordinador estudiantes,student coordinator,coordinador estudiantes,,
coordinador estudios,student coordinator,coordinador estudios,,
alumno investigador,student researcher,alumno investigador,,
alumno tutor,student tutor,alumno tutor,,
jefe estudios jefe,studies leader,jefe estudios jefe,,
responsable estudio,studio manager,responsable estudio,,
coordinador estudio,study coordinator,coordinador estudio,,
director belleza,stylist,director belleza,,
estilista,stylist,estilista,,
estilista publicidad,stylist,estilista publicidad,,
administrativo recambios,substitute,administrativo recambios,,
administrativo sustitucion,substitute,administrativo sustitución,,
conserje de ordenanza,superintendent,conserje de ordenanza,,
jefe superior,supervisor,jefe superior,,
monitor administrativo,supervisor,monitor administrativo,,
supervisor,supervisor,supervisor,,
supervisor cajas,supervisor,supervisor cajas,,
supervisor cobros,supervisor,supervisor cobros,,
supervisor departamento,supervisor,supervisor departamento,,
supervisor equipos,supervisor,supervisor equipos,,
supervisor pasaje,supervisor,supervisor pasaje,,
inspector,supervisor inspector,inspector,,
gestor de proveedores,supplier manager,gestor de proveedores,,
jefe suministros,supplier manager,jefe suministros,,
responsable gestion proveedores,supplier manager,responsable gestión proveedores,,
administrativo departamento proveedores,supply assistant,administrativo departamento proveedores,,
administrativo dpto proveedores,supply assistant,administrativo dpto. proveedores,,
director cadena suministro,supply chain director,director cadena suministro,,
jefe de aprovisionamiento,supply manager,jefe de aprovisionamiento,,
especialista de soporte operativo,supply operations specialist,especialista de soporte operativo,,
soporte telefonico,support,soporte telefónico,,
administrador soporte tecnico,support administrator,administrador soporte técnico,,
analista de soporte,support analyst,analista de soporte,,
consultor soporte,support consultant,consultor soporte,,
ingeniero de soporte,support engineer,ingeniero de soporte,,
maestro de apoyo,support teacher,maestro de apoyo,,
profesor apoyo escolar,support teacher,profesor apoyo escolar,,
profesor apoyo refuerzo,support teacher,profesor apoyo refuerzo,,
jefe servicio mantenimiento,support team manager,jefe servicio mantenimiento,,
tecnico de soporte de instalaciones,support technician,técnico de soporte de instalaciones,,
tecnico soporte telecomunicaciones,support technician,técnico soporte telecomunicaciones,,
adjunto cirugia,surgeon,adjunto cirugía,,
cirujano,surgeon,cirujano,,
medico cirujano,surgeon,medico cirujano,,
inspector de obras,surveyor,inspector de obras,,
administrador sistema informatico,system administrator,administrador sistema informático,,
wintel system administrador,system administrator,wintel system administrador,,
administrador consultor sistemas,system analyst,administrador consultor sistemas,,
administrador sistemas analista programador,system analyst,administrador sistemas analista programador,,
analista sistemas programador,system analyst,analista sistemas programador,,
responsable sistema,system controller,responsable sistema,,
administrador sistemas desarrollador,system developer,administrador sistemas desarrollador,,
desarrollador de sistemas,system developer,desarrollador de sistemas,,
consultor ingeniero sistemas,system engineer consultant,consultor ingeniero sistemas,,
responsable de sistemas,system manager,responsable de sistemas,,
ingeniero sistemas seguridad,system security engineer,ingeniero sistemas seguridad,,
responsable sistemas seguridad,system security engineer,responsable sistemas seguridad,,
sistemas seguridad,system security engineer,sistemas seguridad,,
experto sistemas,systems,experto sistemas,,
administrador de sistemas,systems administrator,administrador de sistemas,,
administrador sistemas aix,systems administrator,administrador sistemas aix,,
administrador sistemas informaticos,systems administrator,administrador sistemas informáticos,,
administrador sistemas nivel,systems administrator,administrador sistemas nivel,,
administrador sistemas operativos,systems administrator,administrador sistemas operativos,,
administrador sistemas web,systems administrator,administrador sistemas web,,
administrador tecnico sistemas,systems administrator,administrador técnico sistemas,,
adminsitrador de sistemas,systems administrator,administrador de sistemas,,
tecnico administrador de sistemas,systems administrator,técnico administrador de sistemas,,
anailsta de sistemas,systems analyst,analista de sistemas,,
analista de sistmeas,systems analyst,analista de sistemas,,
analista funcional sistemas,systems analyst,analista funcional sistemas,,
analista sistemas comunicaciones,systems analyst,analista sistemas comunicaciones,,
asistente sistemas,systems assistant,asistente sistemas,,
consultor de sistemas,systems consultant,consultor de sistemas,,
coordinador de sistemas,systems coordinator,coordinador de sistemas,,
desarrollador tecnico sistemas,systems developer,desarrollador técnico sistemas,,
responsable dpto sistemas,systems developer,responsable dpto. sistemas,,
responsable procesos sistemas,systems developer,responsable procesos sistemas,,
tecnico sistemas desarrollo,systems developer,técnico sistemas desarrollo,,
desarrollo sistemas,systems development,desarrollo sistemas,,
ingeniero desarrollo sistemas,systems development engineer,ingeniero desarrollo sistemas,,
