mid,data_id
relations assistant,asistente de relaciones publicas
relations assistant,asistente relaciones institucionales
relations officer,administrativo relaciones
relations officer,oficina relaciones
relationship coordinator,coordinador relaciones institucionales
relationship director,director general relaciones institucionales
relationship director,director relaciones externas
relationship director,director relaciones industriales
relationship director corporate,director relaciones corporativas
relationship manager institutional clients,relaciones institucionales
relationship manager institutional clients,responsable relaciones institucionales
relationship manager institutional clients,tecnico protocolo relaciones institucionales
rental manager,gestor renta
repair manager,jefe reformas
reporter,reportera guionista
reporter,reportero
reporter,reportero directo
representative,delegado
representative,representante
research administrator,monitor escolar administrativo
research analyst,analista investigador
research assistant,ayudante estudio
research assistant,investigador asistente
research associate,investigador asociado
research engineer,ingeniero investigador
research engineer,ingeniero investigadora
research fellow,becario investigador
research officer,administrativo departamento estudios
research professor,profesor investigador
researcher,investigador
researcher,investigador superior
researcher developer,investigador desarrollador
researcher teaching assistant,personal docente investigador
reservation agent,agente de reservas hoteleras
reservation manager,gestor de reservas
reservations manager,encargado reservas
resident doctor,medico interno residente medicina interna
resident doctor,medico residente
resident engineer,ingeniero residente jefe
resource planning manager,responsable planificacion aprovisionamiento
responsible,responsable agentes
responsible,responsable aprovisionamiento
responsible,responsable general
responsible,responsable recambios
responsible,responsable responsable
responsible,responsable sanitario
responsible,responsable tiendas
responsible,responsable web
responsible pharmacist,responsable servicio farmacia
restaurant manager,encargado de restaurante
restaurant manager,gerente de restaurante
restaurant staff,personal restaurante
retail sales assistant,ayudante dependiente
retail store manager,gerente tienda minorista
risk analyst,analista de riesgos
risk analyst,analista riesgos banca
risk analyst,analista riesgos banca corporativa
risk analyst,analista riesgos hipotecarios
risk analyst,analista riesgos pymes
risk analyst,analista riesgos subdirector
risk consultant,consultor prevencion riesgos laborales
risk manager,gestor riesgo
risk manager,jefe de riesgos
risk manager,suscriptor riesgos
risk officer,administrativo riesgos
risk officer,tramitadora siniestros autos
room assistant,auxiliar de sala
room assistant,azafato sala
room manager,camarero encargado sala
room operator,operario de sala
sailing instructor,monitor vela
sales,ventas
sales admin assistant,administrativo departamento compras
sales admin assistant,administrativo dpto compras
sales administrative assistant,auxiliar administrativo vendedor
sales administrative assistant,auxiliar administrativo ventas
sales administrator,administrativo compras ventas
sales administrator,administrativo venta
sales administrator,administrativo ventas
sales adviser,asesor punto venta
sales adviser,asesor venta directa
sales advisor,asesor de ventas
sales agent,agente de ventas
sales agent,comercial
sales agent,vendedor reponedor
sales assistant,asesor vendedor
sales assistant,asistente de ventas
sales assistant,asistente dpto compras
sales assistant,auxiliar vendedor
sales assistant,auxiliar ventas
sales assistant,dependiente
sales assistant,dependiente tienda ropa
sales assistant cashier,dependiente / cajero
sales assistant mechanic,vendedor mecanico
sales assistant specialist,dependiente administrativo
sales clerk,dependiente polivalente
sales clerk,dependiente ventas
sales clerk,recepcionista vendedor
sales clerk,vendedor responsable tienda
sales consultant,consultor de ventas
sales coordinator,coordinador de agentes exclusivos
sales coordinator,coordinador de ventas
sales coordinator,coordinador departamento ventas
sales coordinator,coordinador equipo ventas
sales coordinator,jefe ventas grandes
sales coordinator,responsable compra venta
sales development,responsable desarrollo ventas
sales director,adjunto director ventas
sales director,director compras ventas
sales director,director jefe ventas
sales director,director oficina ventas
sales director,director venta directa
sales director,director ventas
sales engineer,ingeniero de ventas
sales executive,ejecutivo de ventas
sales force,fuerza de ventas
sales manager,director de ventas
sales manager,encargado compras ventas
sales manager,encargado de ventas
sales manager,encargado venta
sales manager,gerente de ventas
sales manager,gerente ventas
sales manager,jefe de venta
sales manager,jefe de ventas
sales manager,responsable de ventas
sales manager,responsable departamento compras
sales manager,responsable departamento ventas
sales manager,responsable ventas canarias
sales manager,vendedor responsable
sales manager director,gerente director ventas
sales marketing director,jefe equipo venta directa
sales marketing specialist,especialista de venta en tienda
sales office,jefe punto venta
sales office coordinator,coordinador punto venta
sales office coordinator,coordinador puntos venta
sales office manager,responsable oficina ventas
sales office manager,responsable ventas compras
sales officer,oficial ventas
sales operations,operaciones ventas
sales operator,operador ventas
sales promoter,promotor de vebtas
sales promoter,promotor venta
sales promoter,promotor ventas productos
sales representative,delegado de venta
sales representative,delegado de ventas
sales representative,delegado ventas
sales representative,representante comercial
sales representative,representante de ventas
sales responsible,responsable departamento venta
sales secretary,secretario departamento ventas
sales service advisor,asesor de servicio de post venta
sales specialist,especialista de venta en tiendas
sales specialist,responsable ventas especiales
sales specialist,vendedor especializado
sales supervisor,supervisor de ventas
sales support,soporte de ventas
sales support administrator,administrador sistemas soporte tecnico
sales support administrator,administrador sistemas tecnico soporte
sales support engineer,ingeniero soporte ventas
sales team leader,jefe de equipo de ventas
sales team manager,jefe area obras
sales team manager,responsable equipo ventas
sales technical support,tecnico soporte ventas
sales trainer,formador ventas
sales trainer,vendedor formador
sales worker,personal de ventas
salesman,comerciante
salesman,dependiente vendedor
salesman,vendedor
salesman,vendedor automoviles
salesman,vendedor de herramientas
salesman,vendedor deportes colectivos
sap administrator,administrador sap
sap developer,desarrollador sap
sap key user,administrativo sap
sap lead,jefe sap
sap project manager,jefe de proyectos sap
scaffolder,montador de andamios
scholarship holder,becario cuentas
scholarship holder,becario de arte
schools coordinator,coordinador de escuelas de verano
science teacher,profesor de ciencias
scientific researcher,investigador cientifico
screenwriter,escritor guionista
screenwriter,guionista
screenwriter,redactor guionista
second officer,oficial de segunda
secondary teacher,profesor ciencias secundaria
secondary teacher,profesor educacion secundaria ingles
secretary,secretario
secretary administrator,secretario administrador
secretary director,jefe secretario
secretary general,secretario general
section head,jefe de seccion
section leader,jefe seccion compras
section leader,jefe tramo
section manager,encargado seccion
section manager,responsable seccion
sector manager,gerente de sector
sector manager,jefe de sector
security advisor,asesor seguridad
security advisor,asesor sistemas seguridad
security advisor,consejero seguridad adr
security agent,agentee seguridad
security agent,auxiliar seguridad
security consultant,consultor de seguridad
security consultant,consultor seguridad sistemas
security consultant,consultor sistemas seguridad
security controller,controlador seguridad
security coordinator,coordinador de seguridad
security engineer,ingeniero seguridad
security guard,vigilante
security guard,vigilante de seguridad
security guard,vigilante jurado
security guard,vigilante seguridad privada
security manager,encargado de seguridad
security manager,gerente seguridad
security manager,gestor seguridad
security manager,jefe vigilancia
security officer,oficial seguridad
security officer,vigilante jurado seguridad
security operator,operador seguridad
segment manager,responsable segmento
self employed lawyer,abogado despacho propio
seller,personal tienda
seller,vendedor deportes
seller,vendedor tienda
seo consultant,consultor seo
seo manager,responsable seo
sergeant,sargento
series director,director serie
server administrator,administrador de servidores
server administrator,administrador servidores aplicaciones
service administrator,administrador unico propietario
service administrator,administrativo servicio
service administrator,administrativo servicios centrales
service administrator,jefe administracion servicios
service adviser,asesor servicios
service advisor,asesor de servicio
service advisor,asesor energetico pymes
service advisor,asesor gabinete presidencia
service agent,agente de servicio
service agent,agente medio natural
service assistant,auxiliar de servicios
service assistant,medico adjunto servicio
service chief,adjunto jefe servicio
service chief,jefe servicio aparato digestivo
service chief,jefe servicio comunicaciones
service chief,jefe servicio personal
service chief,jefe servicio tic
service consultant,consultor de servicios
service coordinator,coordinador de servicio de urgencias
service coordinator,coordinador de servicios
service coordinator,coordinador servicio post venta
service engineer,ingeniero puesta servicio
service manager,director de servicios comerciales
service manager,encargado servicio
service manager,gestor de servicios
service manager,gestor servicio
service manager,responsable de servicio
service manager,responsable unidad servicio
service operator,operador servicios atencion
service provider,proveedor servicios
service representative,representante servicio atencion
service supervisor,supervisor servicio
service team leader,jefe equipo team leader
service technician,tecnico de servicios
service technician,tecnico instalaciones mantenimiento
service technician,tecnico puesta servicio
service technician,tecnico servicio
services assistant,asistente servicios
services coordinator,coordinador de servicios profesionales
services coordinator,coordinador servicios outsourcing
services manager,encargado servicios
services manager,jefe servicios
services specialist,especialista de servicios
services technician,tecnico de servicios de prevencion
shift controller,encargado turno
shift coordinator,coordinador turno
shift manager,jefe de turno
shift manager,responsable turno
shift supervisor,supervisor de turno
shipping assistant,administrativo de expediciones
shipping manager,encargado de expediciones
shop assistant,asesor imagen dependiente
shop assistant,asistente tienda
shop assistant,auxiliar dependiente
shop assistant,ayudante jefe tienda
shop assistant,dependiente almacenero
shop assistant,dependiente bar
shop assistant,dependiente cajero reponedor
shop assistant,dependiente coordinador
shop assistant,dependiente de punto de venta
shop assistant,dependiente grandes almacenes
shop assistant,dependiente imagen sonido
shop assistant,dependiente joyeria relojeria
shop assistant,dependiente moda infantil
shop assistant,dependiente responsable almacen
shop assistant,dependiente responsable tienda
shop assistant,dependiente stand
shop assistant,dependiente telecomunicaciones
shop assistant,dependiente tienda animales
shop assistant,dependiente tienda fotografia
shop assistant,dependiente tienda telefonia
shop assistant,dependiente tiendas
shop assistant,encargado almacen dependiente
shop assistant,recepcionista dependiente
shopper marketing manager,encargado almacen compras
showroom assistant,auxiliar sala exposiciones
sign language interpreter,interprete de lenguaje de signos
singer,cantante
singer,cantante coro
singer guitarist,cantante guitarrista
singing teacher,profesor canto
site administrator,jefe administrativo obras
site manager,jefe de obras
skilled metal worker,fresador
soccer coach,entrenador futbol
soccer player,futbolista
social assistant,auxiliar social
social care officer,auxiliar administrativo de servicios sociales
social coordinator,trabajador social coordinador
social manager,gestor sociales
social media consultant,consultor redes sociales
social media consultant,consultor social media
social media content manager,gestor contenidos redes sociales
social media coordinator,coordinador social media
social service,medico servicio social obligatorio
social work,cooperacion desarrollo
social work,trabajo social
social worker,educador social
social worker,responsable social
social worker,trabajador social
social worker,trabajador social / mediador
social worker,trabajadora social mayores
social worker,trabajadora social servicios sociales
software consultant,consultor calidad software
software consultant,consultor de software
software developer,desarrollador de software
software developer system administrator,desarrollador software administrador sistemas
software developer system administrator,desarrollador web administrador sistemas
software development,desarrollo de software
software development,jefe desarrollo software
software programmer,ingeniero programador
software quality engineer,calidad de software
soldier,militar
soldier,soldado
solution consultant,consultor de soluciones
solutions coordinator,responsable soluciones
solutions engineer,ingeniero soluciones
solutions manager,gerente soluciones
sorter,clasificador
sound assistant,asistente sonido
sound assistant,auxiliar sonido
sound designer,disenador de sonido
sound engineer,ingeniero sonido
sound lighting technician,tecnico de sonido y audiovisuales
sound lighting technician,tecnico iluminacion sonido
sound lighting technician,tecnico sonido iluminacion
sound technician,tecnico de sonido
spanish teacher,profesor de lengua espanola
spare parts manager,jefe repuestos
speaker,locutor presentador
speaker,ponente
speaker,ponente colaborador
speaker,ponente conferencia
specialist,figurante especial
specialist,perito
specialist,perito especializado
specialist consultant,consultor especializado
specialist manager,gerente especialistas
specialist manager,gestor especializado
specialist occupational therapist,terapeuta ocupacional salud mental
specialist officer,oficial especializado
specialist physiotherapist,fisioterapeuta practicas universitarias
specialist speech language therapist,logopedia
specialist teacher,profesor ciclo formativo
specialist teacher,profesor ciclo superior
speech therapist,logopeda
speech therapist,maestro logopeda
sports coordinator,coordinador deportivo
sports coordinator,coordinador monitor deportivo
sports director,director deportivo
sports editor,editor deportes
sports editor,redactor deportivo
sports editor,redactor informativos deportes
sports instructor,instructora deportiva
sports instructor,monitor actividades deportivas
sports instructor,monitor deportivo
sports journalist,corresponsal deportes
sports journalist,periodista deportes
sports journalist,periodista deportivo
sports manager,responsable de deportes
sports manager,responsable deportivo
sports officer,tecnico deportivo
sports teacher,profesor deportes
sports trader,vendedor material deportivo
staff manager,jefe de personal
staff manager,jefe de planta
staff member,miembro claustro
stage technician,tecnico de escenario
steel erector,oficial montador andamios
steel erector welder,soldador montador estructuras metalicas
steward,azafato
steward,azafato cruceros
steward,azafato de tierra
steward,azafato vendedor
steward,azafato vuelo
storage administrator,administrador almacenamiento backup
store agent,administrativo tienda
store assistant,auxiliar de tienda
store associate,adjunta tienda
store coordinator,coordinador tiendas
store manager,director de tienda
store manager,director tiendas
store manager,encargado de tienda
store manager,encargado responsable tienda
store manager,gerente de establecimiento
store manager,gerente de tiendas
store manager,gestor de punto de venta
store manager,gestor tiendas
store manager,jefe de tienda
store manager,jefe establecimiento
store manager,manager de tienda
store manager,responsable de tienda
store manager,responsable explotacion tienda
store manager,responsable punto venta
store manager,responsable tienda propia
store sales manager,vendedor encargado tienda
store sales manager,ventas almacen
store supervisor,supervisor tienda
store technician,tecnico almacenamiento
stores assistant,ayudante tienda
stores assistant,dependiente ayudante almacen
stores manager,encargado tienda almacen
stores manager,encargado tienda vendedor
stores manager,segunda responsable tienda
strategic director,director estrategico
strategy analyst,analista estrategia
strategy consultant,consultor de estrategia
strategy development manager,director estrategia desarrollo
strategy lead,responsable de estrategia
structural designer,calculista estructuras
structural engineer,ingeniero calculista de estructuras
structural engineer,ingeniero calculo estructural
structural engineer,ingeniero calculo estructuras
structural engineer,ingeniero estructuras
student,estudiante
student,estudiante oposiciones
student administrator,administrativo estudios
student advisor,asesor universitario
student coordinator,coordinador estudiantes
student coordinator,coordinador estudios
student researcher,alumno investigador
student tutor,alumno tutor
studies leader,jefe estudios jefe
studio manager,responsable estudio
study coordinator,coordinador estudio
stylist,director belleza
stylist,estilista
stylist,estilista publicidad
substitute,administrativo recambios
substitute,administrativo sustitucion
superintendent,conserje de ordenanza
supervisor,jefe superior
supervisor,monitor administrativo
supervisor,supervisor
supervisor,supervisor cajas
supervisor,supervisor cobros
supervisor,supervisor departamento
supervisor,supervisor equipos
supervisor,supervisor pasaje
supervisor inspector,inspector
supplier manager,gestor de proveedores
supplier manager,jefe suministros
supplier manager,responsable gestion proveedores
supply assistant,administrativo departamento proveedores
supply assistant,administrativo dpto proveedores
supply chain director,director cadena suministro
supply manager,jefe de aprovisionamiento
supply operations specialist,especialista de soporte operativo
support,soporte telefonico
support administrator,administrador soporte tecnico
support analyst,analista de soporte
support consultant,consultor soporte
support engineer,ingeniero de soporte
support teacher,maestro de apoyo
support teacher,profesor apoyo escolar
support teacher,profesor apoyo refuerzo
support team manager,jefe servicio mantenimiento
support technician,tecnico de soporte de instalaciones
support technician,tecnico soporte telecomunicaciones
surgeon,adjunto cirugia
surgeon,cirujano
surgeon,medico cirujano
surveyor,inspector de obras
system administrator,administrador sistema informatico
system administrator,wintel system administrador
system analyst,administrador consultor sistemas
system analyst,administrador sistemas analista programador
system analyst,analista sistemas programador
system controller,responsable sistema
system developer,administrador sistemas desarrollador
system developer,desarrollador de sistemas
system engineer consultant,consultor ingeniero sistemas
system manager,responsable de sistemas
system security engineer,ingeniero sistemas seguridad
system security engineer,responsable sistemas seguridad
system security engineer,sistemas seguridad
systems,experto sistemas
systems administrator,administrador de sistemas
systems administrator,administrador sistemas aix
systems administrator,administrador sistemas informaticos
systems administrator,administrador sistemas nivel
systems administrator,administrador sistemas operativos
systems administrator,administrador sistemas web
systems administrator,administrador tecnico sistemas
systems administrator,adminsitrador de sistemas
systems administrator,tecnico administrador de sistemas
systems analyst,anailsta de sistemas
systems analyst,analista de sistmeas
systems analyst,analista funcional sistemas
systems analyst,analista sistemas comunicaciones
systems assistant,asistente sistemas
systems consultant,consultor de sistemas
systems coordinator,coordinador de sistemas
systems developer,desarrollador tecnico sistemas
systems developer,responsable dpto sistemas
systems developer,responsable procesos sistemas
systems developer,tecnico sistemas desarrollo
systems development,desarrollo sistemas
systems development engineer,ingeniero desarrollo sistemas
systems development manager,gerente desarrollo sistemas
systems development manager,jefe desarrollo sistemas
systems development manager,responsable desarrollo sistemas
systems engineer,ingeniero de sistemas
systems integrator,agente integral de sistemas
systems integrator,integrador de sistemas
systems manager,jefe de sistemas
systems operator,operador de sistemas
systems operator,operador sistemas redes
systems programmer,programador de sistemas
systems project manager,jefe de proyecto de sistemas
systems project manager,tecnico sistemas proyecto
systems support,soporte tecnico sistemas
systems support engineer,ingeniero soporte sistemas
systems technician,administrador sistemas tecnico
systems technician,tecnico de sistemas
systems technician,tecnico de sistemas / analista programador
systems technician,tecnico de sistemas y soporte
systems technician,tecnico mantenimiento sistemas
systems technician,tecnico mantenimiento sistemas seguridad
systems test engineer,ingeniero pruebas sistemas
tax accountant,administrativo fiscal contable
tax accountant,asesor fiscal contable laboral
tax accountant,contable asesor fiscal
tax accountant,contable fiscal
tax advisor,abogado asesor fiscal
tax advisor,asesor de campana declaracion de la renta
tax advisor,asesor fiscal tributario
tax advisor,asesor laboral fiscal
tax advisor,confeccionador declaraciones renta
tax advisor,gestor campana declaracion de la renta
tax consultant,asesor fiscal
tax consultant,consultor asesor fiscal
tax consultant,consultor fiscal
tax manager,gestor impuestos
tax manager,gestor tributario
tax manager,responsable contable fiscal
tax manager,responsable fiscal
taxi driver,taxista
teacher,docente
teacher,docente completo
teacher,docente titular
teacher,docente turismo
teacher,profesor
teacher,profesor orientador
teacher,responsable docente
teacher assistant,asistente de profesorado
teacher business studies,diplomado en ciencias empresariales
teacher consultant,consultor docente
teacher coordinator,profesor administrador
teacher coordinator,profesor coordinador
teacher educator,maestro educador
teacher educator,pedagoga formador
teacher educator,profesor educador
teacher english drama,profesor ingles monitor libre
teacher instructor,instructor docente
teacher manager,profesor gestor
teacher researcher,personal investigador docente
teacher trainer,formador docentes
teacher training,docente certificado profesionalidad docencia formacion empleo
teacher translator,profesor traductor
teacher tutor,docente tutor
teacher tutor,profesor tutor
teaching,funcionaria docente
teaching assistant,ayudante profesordo
teaching assistant,coloborador docente
team analyst,analista programador jefe equipo
team coordinator,coordinador de equipo
team coordinator,coordinador equipo atencion
team coordinator,coordinador equipo trabajo
team coordinator,coordinador equipos trabajo
team coordinator,coordinador jefe equipo
team leader,jefe de equipo
team leader,jefe equipo atencion
team leader,jefe equipo topografia
team leader,oficial primera jefe de equipo
team leader,responsable de equipo
team leader,responsable de equipos
team leader development,responsable equipo desarrollo
team leader maintenance,jefe area mantenimiento
team leader maintenance,jefe servicios mantenimiento
team leader production,jefe mantenimiento produccion
team manager,gestor de equipo
team manager,jefe equipo analista programador
team manager,jefe equipo fidelizacion
team officer,jefe equipo oficial
team supervisor,supervisor equipo
technical,asesormiento tecnico
technical administrator,administrador tecnico
technical administrator,administrador tecnico informatico
technical administrator,administrativo departamento tecnico
technical administrator,tecnico administracion
technical administrator,tecnico administrativo hh
technical administrator,tecnico oficial administrativo
technical administrator,tenico administrativo
technical adviser,asesor tecnico calidad
technical advisor,asesor tecnico
technical advisor,asesor tecnico telecomunicaciones
technical architect,arquitecto tecnico
technical architect,arquitecto tecnico administrativo
technical architect,arquitecto tecnico proyectista
technical assistance,tecnico asistencia viaje
technical assistant,auxiliar tecnico calidad
technical assistant,ayudante tecnico medio ambiente
technical business analyst,tecnico negocio
technical consultant,consultor tecnico
technical consultant,consultor tecnico comunicaciones
technical consultant,consultor tecnico medio ambiente
technical consultant,consultor tecnico seleccion
technical consultant,consultor tecnico telecomunicaciones
technical consultant,tecnico consultor medio ambiente
technical coordinator,arquitecto tecnico coordinador seguridad
technical coordinator,coordinador dpto tecnico
technical coordinator,coordinador servicios tecnicos
technical coordinator,coordinador tecnico
technical coordinator,coordinador tecnico de mantenimiento
technical coordinator,coordinador tecnico proyecto
technical coordinator,tecnico de seleccion en rrhh
technical coordinator,tecnico empleo practicas
technical coordinator,tecnico fondos europeos
technical coordinator,tecnico inmuebles
technical coordinator,tecnico medios audiovisuales
technical coordinator,tecnico organizacion procesos
technical coordinator,tecnico postproduccion sonido
technical coordinator,tecnico prevencion coordinador seguridad salud
technical coordinator,tecnico prevencion riesgos laborales coordinador seguridad salud
technical coordinator,tecnico prl coordinador seguridad salud
technical coordinator,tecnico pruebas funcionales
technical coordinator,tecnico punto familiar
technical coordinator,tecnico recambios
technical coordinator,tecnico sonido imagen
technical coordinator,tecnico sonido microfonista
technical coordinator,tecnico sonido monitores
technical coordinator,tecnico superior prevencion riesgos laborales coordinador seguridad salud
technical designer,ingeniero tecnico proyectista
technical designer,tecnico proyectista
technical developer,desarrollador tecnico
technical development manager,responsable tecnico desarrollo
technical development manager,tecnico calidad desarrollo
technical development manager,tecnico de unidad de promocion y desarrollo
technical development manager,tecnico departamento desarrollo
technical development manager,tecnico desarrollo aplicacion construccion
technical development manager,tecnico desarrollo aplicaciones
technical development manager,tecnico desarrollo empleo
technical development manager,tecnico desarrollo hh
technical development manager,tecnico desarrollo sostenible
technical development manager,tecnico superior desarrollo aplicaciones web
technical director,directo tecnico
technical director,director de oficina tecnica
technical director,director dpto tecnico
technical director,director tecnico
technical director,director tecnico sonido
technical editor,tecnico redactor
technical employee,empleado tecnico
technical engineer,ingeniero departamento tecnico
technical engineer,ingeniero tecnico
technical engineer,ingeniero tecnico estudios
technical expert,experto tecnico inmobiliario
technical field engineer,tecnico trabajo campo
technical health safety manager,tecnico seguridad
technical health safety manager,tecnico seguridad salud laboral
technical manager,jefe de oficina tecnica
technical manager,jefe tecnico
technical manager,tecnico gestor
technical officer,oficial tecnico administrativo
technical planner,tecnico planificacion
technical production manager,jefe oficina tecnico produccion
technical production manager,jefe produccion jefe oficina tecnico
technical production manager,jefe tecnico produccion
technical professional,oficial actividades tecnicos profesionales
technical professional,tecnico actividades tecnicos profesionales
technical project manager,responsable tecnico de proyecto
technical projects manager,jefe tecnico proyecto
technical projects manager,tecnico proyeccion
technical purchaser,tecnico administrativo compras
technical purchaser,tecnico compras aprovisionamientos
technical quality manager,jefe oficina tecnico calidad
technical quality manager,oficina tecnico calidad
technical quality manager,responsable calidad oficina tecnico
technical quality manager,responsable calidad tecnico
technical quality manager,responsable departamento tecnico calidad
technical quality manager,tecnico auxiliar calidad
technical quality manager,tecnico calidad aguas
technical quality manager,tecnico calidad campo
technical quality manager,tecnico calidad construccion
technical quality manager,tecnico calidad datos
technical quality manager,tecnico calidad instalaciones
technical quality manager,tecnico calidad metrologia
technical quality manager,tecnico calidad prevencion
technical quality manager,tecnico calidad proceso
technical quality manager,tecnico calidad seguridad
technical quality manager,tecnico evaluacion calidad
technical quality manager,tecnico prevencion riesgos laborales calidad
technical quality manager,tecnico procesos calidad
technical quality manager,tenico calidad
technical recruiter,tecnico de reclutamiento y seleccion
technical sales,vendedor tecnico
technical sales,vendedor tecnico ciclismo
technical sales representative,representante comercio tecnico ventas
technical sales support,soporte tecnico ventas
technical service,responsable servicio tecnico
technical service engineer,ingeniero tecnico industrial proyectista
technical service engineer,ingeniero tecnico obras publicas practicas
technical service manager,educador social tecnico empleo
technical service manager,ingeniero tecnico industrial jefe
technical service specialist,administrativo servicio tecnico
technical services manager,gerente servicios tecnicos
technical student,tecnico estudios cualitativos
technical supervisor,tecnico superior archivos
technical supervisor,tecnico superior electricidad
technical support,personal tecnico apoyo
technical support,programador tecnico soporte
technical support,responsable tecnico
technical support,soporte tecnico
technical support,soporte tecnico adsl
technical support,soporte tecnico nivel
technical support,sporte tecnico
technical support,tecnico de soporte
technical support,tecnico soporte administrativo
technical support,tecnico soporte usuario
technical support,teleoperador soporte tecnico
technical support agent,soporte tecnico administrativo
technical support analyst,analista de soporte tecnico
technical support consultant,tecnico de soporte nivel 1
technical support consultant,tecnico soporte primer nivel
technical support coordinator,coordinador soporte tecnico
technical support engineer,ingeniero de soporte tecnico
technical support engineer,ingeniero soporte tecnico aplicaciones
technical support engineer,ingeniero tecnico soporte
technical support manager,gerente soporte tecnico
technical support manager,gestor soporte tecnico
technical support supervisor,tecnico superior actividades tecnicos
technical surveyor,tecnico encuestas
technical team leader,jefe de equipo tecnico
technical team manager,responsable equipo tecnico
technical trainer,instructor soporte vital avanzado
technician,instalador
technician,tecnico
technician,tecnico aplicaciones informaticas
technician,tecnico calzado
technician,tecnico cuantitativo
technician,tecnico de acompanamiento
technician,tecnico liquidaciones
technician,tecnico personal
technician,tecnico puesta marcha
technician administrator,tecnico de seleccion / administrativo
technician administrator,tecnico informatico administrativo
technician internship,tecnico de seleccion / becario
technician supervisor,tecnico deportivo superior
technician supervisor,tecnico superior imagen sonido
technologist,experto tecnologico
technology manager,gerente tecnologias
technology technician,tecnico de soporte de tecnologias
telecom manager,administrativo gestor telefonico
telecom technician,tecnico de comunicaciones de seguridad
telecom technician,tecnico sistemas telecomunicaciones
telecommunication engineer,ingeniero de telecomunicaciones
telecommunications engineer,ingeniero superior telecomunicaciones
telecommunications manager,encargado telecomunicaciones
telecommunications manager,gerente telecomunicaciones
telecommunications manager,gestor telecomunicaciones
telecommunications manager,jefe de telecomunicaciones
telecommunications manager,oficial telecomunicaciones
telecommunications manager,responsable de telecomunicaciones
telecommunications technician,tecnico en redes de telecomunicaciones
telecommunications technician,tecnico instalador telecomunicaciones
telecommunications technician,tecnico sistemas telecomunicaciones informaticos
telecoms analyst,analista comunicaciones
telecoms consultant,asesor telecomunicaciones
telecoms manager,director telecomunicaciones
telemarketer,teleoperador
telemarketer,teleoperador encuestadora
telemarketer,teleoperador venta
telephone interviewer,encuestador telefonico
telephone operator,administrativo telefonista
telephonist receptionist,recepcionista telefonista
telephonist receptionist,telefonista
telesales,vendedor telefonico
telesales executive,ejecutivo punto venta
telesales executive,ejecutivo ventas pymes
temporary worker,trabajador temporal
tennis coach,entrenador de tenis
tennis coach,profesor de tenis
tennis instructor,instructora tenis
terminal manager,jefe terminal
territory manager,gerente de territorio
test analyst,analista de pruebas
test coordinator,coordinador pruebas
test engineer,ingeniero de pruebas
textile artist,agente textil
theatre assistant,monitor teatro infantil
theatre nurse,enfermero area quirurgica
theatre nurse,enfermero bloque quirurgico
theatre nurse,enfermero de quirofano
therapist,terapeuta
tooling engineer,ingeniero utillaje
tour director,director turismo
tourism manager,director general turismo
tourism manager,encargado oficina turismo
trade advisor,asesor de comercio
trade assistant,ayudante comercio
trade coordinator,coordinador comercio exterior
trade manager,encargado comercio textil
trade manager,gerente de comercio
trade manager,gestor comercio
trade manager,jefe comercio
traffic administrator,administrativo dpto trafico
traffic assistant,auxiliar trafico
traffic controller,controlador trafico
traffic engineer,ingeniero trafico
traffic management,jefe trafico almacen
traffic management,responsable dpto trafico
traffic management,responsable trafico terrestre
traffic management foreman,responsable de trafico
traffic manager,encargado trafico
traffic manager,jefe de trafico
traffic manager,jefe trafico administracion
traffic manager,jefe trafico operaciones
traffic operator,operador de trafico
traffic operator,operador trafico terrestre
traffic operator,operario trafico
trainee,tirocinio
trainee teacher,docente en practicas
trainee teacher,maestro en practicas
trainee translator,traductor en practicas
trainer,adiestradora
trainer,delegado formador
trainer,fisioterapeuta formador
trainer,formador
trainer,formador cap
trainer,formador docente
trainer,formador excel avanzado
trainer,formador orientador laboral
trainer,formador orientadora
trainer,formador presencial
trainer assessor,formador igualdad genero
trainer consultant,consultor formador
training coordinator,becario de formacion de personal
training coordinator,coordinador formador
training coordinator,coordinador programas formativos
training manager,gerente formador
training manager,jefe trabajos practicos
translator,traductor
translator,traductor externo
translator,traductor literario
translator editor,traductor corrector
transport administrator,administrativo transportes
transport assistant,auxiliar transporte sanitario
transport coordinator,auxiliar transporte
transport coordinator,jefe trafico transporte
transport coordinator,jefe transportes
travel agent,agente de viajes
travel agent,agente de viajes / responsable
travel agent,agentee viajes receptivo
travel agent,jefe oficina agencia viajes
travel consultant,asesor de viajes
travel consultant,asesor viajes empresa
travel manager,gerente agencia viajes
travel tourism,informador turismo
treasurer,tesorero
treasury accountant,agente hacienda publica
treasury administrator,administrativo departamento tesoreria
truck driver,camionero
truck driver,conductor camiones
tutor,profesor particular
tutor,tutor
tutor coordinator,tutor coordinador
unit coordinator,coordinador de unidad
unit manager,encargado unidad
unit manager,gerente unidad
university lecturer,becario universitario
urban planner,urbanista
used car sales,vendedor vehiculos ocasion
user experience consultant,consultor experiencia usuario
user support specialist,soporte usuario
van driver,conductor de furgoneta
vehicle technician,vendedor de vehiculos
veterinary advisor,asesor veterinario
veterinary assistant,asistente veterinario
veterinary assistant,auxiliar de veterinaria
veterinary assistant,auxiliar de veterinaria y peluqueria canina
veterinary assistant,auxiliar veterinario
veterinary nurse,medico veterinario
veterinary surgeon,cirujano veterinario
veterinary surgeon director,director veterinario
vicar,vicario
vice president,vicepresidente
